"IDENTITY","REGION","DAY","MONTH","YEAR","TRX_TYPE","TRX_COUNT"
1719546898,16,23,7,2018,1,110
1719546898,16,23,7,2018,2,9
1719546898,16,24,7,2018,1,79
1719546898,16,24,7,2018,2,6
1719546898,16,25,7,2018,1,111
1719546898,16,25,7,2018,2,8
1719546898,16,26,7,2018,1,104
1719546898,16,26,7,2018,2,7
1719546898,16,27,7,2018,1,112
1719546898,16,27,7,2018,2,7
1719546898,16,28,7,2018,1,177
1719546898,16,28,7,2018,2,15
1719546898,16,29,7,2018,1,98
1719546898,16,29,7,2018,2,10
1719546898,16,30,7,2018,1,121
1719546898,16,30,7,2018,2,8
1719546898,16,31,7,2018,1,97
1719546898,16,31,7,2018,2,4
1719546898,16,1,8,2018,1,131
1719546898,16,1,8,2018,2,5
1719546898,16,2,8,2018,1,105
1719546898,16,2,8,2018,2,9
1719546898,16,3,8,2018,1,136
1719546898,16,3,8,2018,2,10
1719546898,16,4,8,2018,1,112
1719546898,16,4,8,2018,2,8
1719546898,16,5,8,2018,1,77
1719546898,16,5,8,2018,2,15
1719546898,16,6,8,2018,1,141
1719546898,16,6,8,2018,2,8
1719546898,16,7,8,2018,1,126
1719546898,16,7,8,2018,2,8
1719546898,16,8,8,2018,1,95
1719546898,16,8,8,2018,2,15
1719546898,16,9,8,2018,1,104
1719546898,16,9,8,2018,2,21
1719546898,16,10,8,2018,1,123
1719546898,16,10,8,2018,2,20
1719546898,16,11,8,2018,1,100
1719546898,16,11,8,2018,2,7
1719546898,16,12,8,2018,1,86
1719546898,16,12,8,2018,2,18
1719546898,16,13,8,2018,1,101
1719546898,16,13,8,2018,2,15
1719546898,16,14,8,2018,1,133
1719546898,16,14,8,2018,2,4
1719546898,16,15,8,2018,1,128
1719546898,16,15,8,2018,2,11
1719546898,16,16,8,2018,1,157
1719546898,16,16,8,2018,2,17
1719546898,16,17,8,2018,1,150
1719546898,16,17,8,2018,2,11
1719546898,16,18,8,2018,1,103
1719546898,16,18,8,2018,2,9
1719546898,16,19,8,2018,1,88
1719546898,16,19,8,2018,2,6
1719546898,16,20,8,2018,1,107
1719546898,16,20,8,2018,2,15
1719546898,16,21,8,2018,1,53
1719546898,16,21,8,2018,2,6
1719546898,16,22,8,2018,1,31
1719546898,16,22,8,2018,2,1
1719546898,16,23,8,2018,1,33
1719546898,16,23,8,2018,2,2
1719546898,16,24,8,2018,1,20
1719546898,16,24,8,2018,2,7
1719546898,16,25,8,2018,1,51
1719546898,16,25,8,2018,2,5
1719546898,16,26,8,2018,1,50
1719546898,16,26,8,2018,2,4
1719546898,16,27,8,2018,1,103
1719546898,16,27,8,2018,2,10
1719546898,16,28,8,2018,1,95
1719546898,16,28,8,2018,2,10
1719546898,16,29,8,2018,1,87
1719546898,16,29,8,2018,2,9
1719546898,16,30,8,2018,1,110
1719546898,16,30,8,2018,2,16
1719546898,16,31,8,2018,1,100
1719546898,16,31,8,2018,2,9
1719546898,16,1,9,2018,1,100
1719546898,16,1,9,2018,2,4
1719546898,16,2,9,2018,1,85
1719546898,16,2,9,2018,2,1
1719546898,16,3,9,2018,1,139
1719546898,16,3,9,2018,2,14
1719546898,16,4,9,2018,1,126
1719546898,16,4,9,2018,2,9
1719546898,16,5,9,2018,1,127
1719546898,16,5,9,2018,2,6
1719546898,16,6,9,2018,1,109
1719546898,16,6,9,2018,2,7
1719546898,16,7,9,2018,1,123
1719546898,16,7,9,2018,2,4
1719546898,16,8,9,2018,1,109
1719546898,16,8,9,2018,2,5
1719546898,16,9,9,2018,1,73
1719546898,16,9,9,2018,2,5
1719546898,16,10,9,2018,1,113
1719546898,16,10,9,2018,2,11
1719546898,16,11,9,2018,1,116
1719546898,16,11,9,2018,2,6
1719546898,16,12,9,2018,1,126
1719546898,16,12,9,2018,2,6
1719546898,16,13,9,2018,1,105
1719546898,16,13,9,2018,2,4
1719546898,16,14,9,2018,1,105
1719546898,16,14,9,2018,2,10
1719546898,16,15,9,2018,1,98
1719546898,16,15,9,2018,2,11
1719546898,16,16,9,2018,1,85
1719546898,16,16,9,2018,2,5
1719546898,16,17,9,2018,1,122
1719546898,16,17,9,2018,2,13
1719546898,16,18,9,2018,1,123
1719546898,16,18,9,2018,2,7
1719546898,16,19,9,2018,1,106
1719546898,16,19,9,2018,2,13
1719546898,16,20,9,2018,1,143
1719546898,16,20,9,2018,2,12
1719546898,16,21,9,2018,1,132
1719546898,16,21,9,2018,2,10
1719546898,16,22,9,2018,1,112
1719546898,16,22,9,2018,2,5
1719546898,16,23,9,2018,1,75
1719546898,16,23,9,2018,2,3
1719546898,16,24,9,2018,1,122
1719546898,16,24,9,2018,2,12
1719546898,16,25,9,2018,1,115
1719546898,16,25,9,2018,2,8
1719546898,16,26,9,2018,1,100
1719546898,16,26,9,2018,2,3
1719546898,16,27,9,2018,1,98
1719546898,16,27,9,2018,2,10
1719546898,16,28,9,2018,1,146
1719546898,16,28,9,2018,2,13
1719546898,16,29,9,2018,1,109
1719546898,16,29,9,2018,2,9
1719546898,16,30,9,2018,1,109
1719546898,16,30,9,2018,2,15
1719546898,16,1,10,2018,1,155
1719546898,16,1,10,2018,2,10
1719546898,16,2,10,2018,1,122
1719546898,16,2,10,2018,2,11
1719546898,16,3,10,2018,1,138
1719546898,16,3,10,2018,2,15
1719546898,16,4,10,2018,1,127
1719546898,16,4,10,2018,2,12
1719546898,16,5,10,2018,1,126
1719546898,16,5,10,2018,2,11
1719546898,16,6,10,2018,1,129
1719546898,16,6,10,2018,2,6
1719546898,16,7,10,2018,1,100
1719546898,16,7,10,2018,2,9
1719546898,16,8,10,2018,1,148
1719546898,16,8,10,2018,2,9
1719546898,16,9,10,2018,1,114
1719546898,16,9,10,2018,2,7
1719546898,16,10,10,2018,1,103
1719546898,16,10,10,2018,2,9
1719546898,16,11,10,2018,1,103
1719546898,16,11,10,2018,2,6
1719546898,16,12,10,2018,1,109
1719546898,16,12,10,2018,2,9
1719546898,16,13,10,2018,1,88
1719546898,16,13,10,2018,2,9
1719546898,16,14,10,2018,1,83
1719546898,16,14,10,2018,2,8
1719546898,16,15,10,2018,1,118
1719546898,16,15,10,2018,2,12
1719546898,16,16,10,2018,1,124
1719546898,16,16,10,2018,2,10
1719546898,16,17,10,2018,1,119
1719546898,16,17,10,2018,2,4
1719546898,16,18,10,2018,1,119
1719546898,16,18,10,2018,2,7
1719546898,16,19,10,2018,1,153
1719546898,16,19,10,2018,2,10
1719546898,16,20,10,2018,1,130
1719546898,16,20,10,2018,2,7
1719546898,16,21,10,2018,1,69
1719546898,16,21,10,2018,2,6
1719546898,16,22,10,2018,1,119
1719546898,16,22,10,2018,2,8
1719546898,16,23,10,2018,1,106
1719546898,16,23,10,2018,2,13
1719546898,16,24,10,2018,1,101
1719546898,16,24,10,2018,2,13
1719546898,16,25,10,2018,1,113
1719546898,16,25,10,2018,2,13
1719546898,16,26,10,2018,1,119
1719546898,16,26,10,2018,2,11
1719546898,16,27,10,2018,1,101
1719546898,16,27,10,2018,2,13
1719546898,16,28,10,2018,1,72
1719546898,16,28,10,2018,2,5
1719546898,16,29,10,2018,1,91
1719546898,16,29,10,2018,2,8
1719546898,16,30,10,2018,1,123
1719546898,16,30,10,2018,2,11
1719546898,16,31,10,2018,1,125
1719546898,16,31,10,2018,2,13
1719546898,16,1,11,2018,1,125
1719546898,16,1,11,2018,2,9
1719546898,16,2,11,2018,1,156
1719546898,16,2,11,2018,2,10
1719546898,16,3,11,2018,1,124
1719546898,16,3,11,2018,2,22
1719546898,16,4,11,2018,1,55
1719546898,16,4,11,2018,2,11
1719546898,16,5,11,2018,1,123
1719546898,16,5,11,2018,2,11
1719546898,16,6,11,2018,1,144
1719546898,16,6,11,2018,2,21
1719546898,16,7,11,2018,1,101
1719546898,16,7,11,2018,2,12
1719546898,16,8,11,2018,1,109
1719546898,16,8,11,2018,2,11
1719546898,16,9,11,2018,1,139
1719546898,16,9,11,2018,2,7
1719546898,16,10,11,2018,1,93
1719546898,16,10,11,2018,2,14
1719546898,16,11,11,2018,1,94
1719546898,16,11,11,2018,2,8
1719546898,16,12,11,2018,1,95
1719546898,16,12,11,2018,2,11
1719546898,16,13,11,2018,1,113
1719546898,16,13,11,2018,2,9
1719546898,16,14,11,2018,1,104
1719546898,16,14,11,2018,2,9
1719546898,16,15,11,2018,1,98
1719546898,16,15,11,2018,2,8
1719546898,16,16,11,2018,1,115
1719546898,16,16,11,2018,2,5
1719546898,16,17,11,2018,1,109
1719546898,16,17,11,2018,2,7
1719546898,16,18,11,2018,1,74
1719546898,16,18,11,2018,2,5
1719546898,16,19,11,2018,1,110
1719546898,16,19,11,2018,2,6
1719546898,16,20,11,2018,1,118
1719546898,16,20,11,2018,2,15
1719546898,16,21,11,2018,1,117
1719546898,16,21,11,2018,2,16
1719546898,16,22,11,2018,1,107
1719546898,16,22,11,2018,2,8
1719546898,16,23,11,2018,1,120
1719546898,16,23,11,2018,2,6
1719546898,16,24,11,2018,1,117
1719546898,16,24,11,2018,2,8
1719546898,16,25,11,2018,1,85
1719546898,16,25,11,2018,2,10
1719546898,16,26,11,2018,1,124
1719546898,16,26,11,2018,2,13
1719546898,16,27,11,2018,1,114
1719546898,16,27,11,2018,2,11
1719546898,16,28,11,2018,1,88
1719546898,16,28,11,2018,2,4
1719546898,16,29,11,2018,1,83
1719546898,16,29,11,2018,2,6
1719546898,16,30,11,2018,1,111
1719546898,16,30,11,2018,2,5
1719546898,16,1,12,2018,1,138
1719546898,16,1,12,2018,2,20
1719546898,16,2,12,2018,1,92
1719546898,16,2,12,2018,2,5
1719546898,16,3,12,2018,1,140
1719546898,16,3,12,2018,2,14
1719546898,16,4,12,2018,1,124
1719546898,16,4,12,2018,2,13
1719546898,16,5,12,2018,1,96
1719546898,16,5,12,2018,2,12
1719546898,16,6,12,2018,1,129
1719546898,16,6,12,2018,2,10
1719546898,16,7,12,2018,1,124
1719546898,16,7,12,2018,2,7
1719546898,16,8,12,2018,1,103
1719546898,16,8,12,2018,2,9
1719546898,16,9,12,2018,1,65
1719546898,16,9,12,2018,2,1
1719546898,16,10,12,2018,1,109
1719546898,16,10,12,2018,2,7
1719546898,16,11,12,2018,1,96
1719546898,16,11,12,2018,2,12
1719546898,16,12,12,2018,1,96
1719546898,16,12,12,2018,2,7
1719546898,16,13,12,2018,1,95
1719546898,16,13,12,2018,2,9
1719546898,16,14,12,2018,1,135
1719546898,16,14,12,2018,2,7
1719546898,16,15,12,2018,1,95
1719546898,16,15,12,2018,2,11
1719546898,16,16,12,2018,1,78
1719546898,16,16,12,2018,2,5
1719546898,16,17,12,2018,1,107
1719546898,16,17,12,2018,2,11
1719546898,16,18,12,2018,1,95
1719546898,16,18,12,2018,2,9
1719546898,16,19,12,2018,1,88
1719546898,16,19,12,2018,2,6
1719546898,16,20,12,2018,1,110
1719546898,16,20,12,2018,2,10
1719546898,16,21,12,2018,1,107
1719546898,16,21,12,2018,2,19
1719546898,16,22,12,2018,1,117
1719546898,16,22,12,2018,2,12
1719546898,16,23,12,2018,1,155
1719546898,16,23,12,2018,2,19
1719546898,16,24,12,2018,1,131
1719546898,16,24,12,2018,2,8
1719546898,16,25,12,2018,1,126
1719546898,16,25,12,2018,2,10
1719546898,16,26,12,2018,1,103
1719546898,16,26,12,2018,2,14
1719546898,16,27,12,2018,1,93
1719546898,16,27,12,2018,2,10
1719546898,16,28,12,2018,1,116
1719546898,16,28,12,2018,2,4
1719546898,16,29,12,2018,1,85
1719546898,16,29,12,2018,2,10
1719546898,16,30,12,2018,1,80
1719546898,16,30,12,2018,2,6
1719546898,16,31,12,2018,1,121
1719546898,16,31,12,2018,2,5
1719546898,16,1,1,2019,1,82
1719546898,16,1,1,2019,2,7
1719546898,16,2,1,2019,1,108
1719546898,16,2,1,2019,2,12
1719546898,16,3,1,2019,1,114
1719546898,16,3,1,2019,2,5
1719546898,16,4,1,2019,1,91
1719546898,16,4,1,2019,2,8
1719546898,16,5,1,2019,1,86
1719546898,16,5,1,2019,2,8
1719546898,16,6,1,2019,1,82
1719546898,16,6,1,2019,2,10
1719546898,16,7,1,2019,1,103
1719546898,16,7,1,2019,2,13
1719546898,16,8,1,2019,1,82
1719546898,16,8,1,2019,2,12
1719546898,16,9,1,2019,1,73
1719546898,16,9,1,2019,2,8
1719546898,16,10,1,2019,1,111
1719546898,16,10,1,2019,2,12
1719546898,16,11,1,2019,1,104
1719546898,16,11,1,2019,2,11
1719546898,16,12,1,2019,1,93
1719546898,16,12,1,2019,2,15
1719546898,16,13,1,2019,1,74
1719546898,16,13,1,2019,2,11
1719546898,16,14,1,2019,1,113
1719546898,16,14,1,2019,2,8
1719546898,16,15,1,2019,1,118
1719546898,16,15,1,2019,2,11
1719546898,16,16,1,2019,1,89
1719546898,16,16,1,2019,2,10
1719546898,16,17,1,2019,1,88
1719546898,16,17,1,2019,2,11
1719546898,16,18,1,2019,1,133
1719546898,16,18,1,2019,2,17
1719546898,16,19,1,2019,1,111
1719546898,16,19,1,2019,2,10
1719546898,16,20,1,2019,1,88
1719546898,16,20,1,2019,2,9
1719546898,16,21,1,2019,1,112
1719546898,16,21,1,2019,2,5
1719546898,16,22,1,2019,1,81
1719546898,16,22,1,2019,2,15
1719546898,16,23,1,2019,1,73
1719546898,16,23,1,2019,2,11
1719546898,16,24,1,2019,1,108
1719546898,16,24,1,2019,2,8
1719546898,16,25,1,2019,1,160
1719546898,16,25,1,2019,2,12
1719546898,16,26,1,2019,1,102
1719546898,16,26,1,2019,2,11
1719546898,16,27,1,2019,1,81
1719546898,16,27,1,2019,2,7
1719546898,16,28,1,2019,1,110
1719546898,16,28,1,2019,2,8
1719546898,16,29,1,2019,1,105
1719546898,16,29,1,2019,2,12
1719546898,16,30,1,2019,1,100
1719546898,16,30,1,2019,2,15
1719546898,16,31,1,2019,1,116
1719546898,16,31,1,2019,2,8
1719546898,16,1,2,2019,1,147
1719546898,16,1,2,2019,2,12
1719546898,16,2,2,2019,1,119
1719546898,16,2,2,2019,2,13
1719546898,16,3,2,2019,1,67
1719546898,16,3,2,2019,2,2
1719546898,16,4,2,2019,1,137
1719546898,16,4,2,2019,2,14
1719546898,16,5,2,2019,1,147
1719546898,16,5,2,2019,2,18
1719546898,16,6,2,2019,1,132
1719546898,16,6,2,2019,2,14
1719546898,16,7,2,2019,1,104
1719546898,16,7,2,2019,2,10
1719546898,16,8,2,2019,1,131
1719546898,16,8,2,2019,2,9
1719546898,16,9,2,2019,1,106
1719546898,16,9,2,2019,2,13
1719546898,16,10,2,2019,1,83
1719546898,16,10,2,2019,2,10
1719546898,16,11,2,2019,1,113
1719546898,16,11,2,2019,2,17
1719546898,16,12,2,2019,1,92
1719546898,16,12,2,2019,2,9
1719546898,16,13,2,2019,1,98
1719546898,16,13,2,2019,2,10
1719546898,16,14,2,2019,1,114
1719546898,16,14,2,2019,2,10
1719546898,16,15,2,2019,1,119
1719546898,16,15,2,2019,2,16
1719546898,16,16,2,2019,1,105
1719546898,16,16,2,2019,2,9
1719546898,16,17,2,2019,1,83
1719546898,16,17,2,2019,2,9
1719546898,16,18,2,2019,1,105
1719546898,16,18,2,2019,2,20
1719546898,16,19,2,2019,1,123
1719546898,16,19,2,2019,2,17
1719546898,16,20,2,2019,1,118
1719546898,16,20,2,2019,2,12
1719546898,16,21,2,2019,1,99
1719546898,16,21,2,2019,2,10
1719546898,16,22,2,2019,1,112
1719546898,16,22,2,2019,2,6
1719546898,16,23,2,2019,1,93
1719546898,16,23,2,2019,2,8
1719546898,16,24,2,2019,1,51
1719546898,16,24,2,2019,2,8
1719546898,16,25,2,2019,1,122
1719546898,16,25,2,2019,2,10
1719546898,16,26,2,2019,1,115
1719546898,16,26,2,2019,2,5
1719546898,16,27,2,2019,1,88
1719546898,16,27,2,2019,2,8
1719546898,16,28,2,2019,1,135
1719546898,16,28,2,2019,2,17
1719546898,16,1,3,2019,1,126
1719546898,16,1,3,2019,2,13
1719546898,16,2,3,2019,1,114
1719546898,16,2,3,2019,2,5
1719546898,16,3,3,2019,1,69
1719546898,16,3,3,2019,2,4
1719546898,16,4,3,2019,1,113
1719546898,16,4,3,2019,2,20
1719546898,16,5,3,2019,1,129
1719546898,16,5,3,2019,2,10
1719546898,16,6,3,2019,1,132
1719546898,16,6,3,2019,2,8
1719546898,16,7,3,2019,1,114
1719546898,16,7,3,2019,2,14
1719546898,16,8,3,2019,1,129
1719546898,16,8,3,2019,2,11
1719546898,16,9,3,2019,1,98
1719546898,16,9,3,2019,2,21
1719546898,16,10,3,2019,1,60
1719546898,16,10,3,2019,2,12
1719546898,16,11,3,2019,1,120
1719546898,16,11,3,2019,2,21
1719546898,16,12,3,2019,1,87
1719546898,16,12,3,2019,2,18
1719546898,16,13,3,2019,1,97
1719546898,16,13,3,2019,2,13
1719546898,16,14,3,2019,1,115
1719546898,16,14,3,2019,2,14
1719546898,16,15,3,2019,1,110
1719546898,16,15,3,2019,2,18
1719546898,16,16,3,2019,1,143
1719546898,16,16,3,2019,2,16
1719546898,16,17,3,2019,1,96
1719546898,16,17,3,2019,2,12
1719546898,16,18,3,2019,1,100
1719546898,16,18,3,2019,2,14
1719546898,16,19,3,2019,1,99
1719546898,16,19,3,2019,2,16
1719546898,16,20,3,2019,1,99
1719546898,16,20,3,2019,2,6
1719546898,16,21,3,2019,1,99
1719546898,16,21,3,2019,2,5
1719546898,16,22,3,2019,1,141
1719546898,16,22,3,2019,2,17
1719546898,16,23,3,2019,1,157
1719546898,16,23,3,2019,2,22
1719546898,16,24,3,2019,1,123
1719546898,16,24,3,2019,2,11
1719546898,16,25,3,2019,1,137
1719546898,16,25,3,2019,2,10
1719546898,16,26,3,2019,1,98
1719546898,16,26,3,2019,2,14
1719546898,16,27,3,2019,1,106
1719546898,16,27,3,2019,2,14
1719546898,16,28,3,2019,1,93
1719546898,16,28,3,2019,2,11
1719546898,16,29,3,2019,1,98
1719546898,16,29,3,2019,2,13
1719546898,16,30,3,2019,1,106
1719546898,16,30,3,2019,2,13
1719546898,16,31,3,2019,1,62
1719546898,16,31,3,2019,2,4
1719546898,16,1,4,2019,1,108
1719546898,16,1,4,2019,2,15
1719546898,16,2,4,2019,1,119
1719546898,16,2,4,2019,2,9
1719546898,16,3,4,2019,1,112
1719546898,16,3,4,2019,2,14
1719546898,16,4,4,2019,1,95
1719546898,16,4,4,2019,2,15
1719546898,16,5,4,2019,1,117
1719546898,16,5,4,2019,2,16
1719546898,16,6,4,2019,1,107
1719546898,16,6,4,2019,2,17
1719546898,16,7,4,2019,1,90
1719546898,16,7,4,2019,2,8
1719546898,16,8,4,2019,1,109
1719546898,16,8,4,2019,2,16
1719546898,16,9,4,2019,1,97
1719546898,16,9,4,2019,2,12
1719546898,16,10,4,2019,1,121
1719546898,16,10,4,2019,2,10
1719546898,16,11,4,2019,1,113
1719546898,16,11,4,2019,2,14
1719546898,16,12,4,2019,1,116
1719546898,16,12,4,2019,2,14
1719546898,16,13,4,2019,1,47
1719546898,16,13,4,2019,2,9
1719546898,16,14,4,2019,1,65
1719546898,16,14,4,2019,2,5
1719546898,16,15,4,2019,1,121
1719546898,16,15,4,2019,2,8
1719546898,16,16,4,2019,1,91
1719546898,16,16,4,2019,2,10
1719546898,16,17,4,2019,1,93
1719546898,16,17,4,2019,2,12
1719546898,16,18,4,2019,1,92
1719546898,16,18,4,2019,2,12
1719546898,16,19,4,2019,1,120
1719546898,16,19,4,2019,2,12
1719546898,16,20,4,2019,1,107
1719546898,16,20,4,2019,2,10
1719546898,16,21,4,2019,1,83
1719546898,16,21,4,2019,2,9
1719546898,16,22,4,2019,1,124
1719546898,16,22,4,2019,2,15
1719546898,16,23,4,2019,1,88
1719546898,16,23,4,2019,2,4
1719546898,16,24,4,2019,1,100
1719546898,16,24,4,2019,2,4
1719546898,16,25,4,2019,1,100
1719546898,16,25,4,2019,2,4
1719546898,16,26,4,2019,1,116
1719546898,16,26,4,2019,2,14
1719546898,16,27,4,2019,1,93
1719546898,16,27,4,2019,2,6
1719546898,16,28,4,2019,1,72
1719546898,16,28,4,2019,2,7
1719546898,16,29,4,2019,1,107
1719546898,16,29,4,2019,2,12
1719546898,16,30,4,2019,1,102
1719546898,16,30,4,2019,2,15
1719546898,16,1,5,2019,1,102
1719546898,16,1,5,2019,2,7
1719546898,16,2,5,2019,1,123
1719546898,16,2,5,2019,2,10
1719546898,16,3,5,2019,1,132
1719546898,16,3,5,2019,2,17
1719546898,16,4,5,2019,1,120
1719546898,16,4,5,2019,2,11
1719546898,16,5,5,2019,1,89
1719546898,16,5,5,2019,2,11
1719546898,16,6,5,2019,1,111
1719546898,16,6,5,2019,2,15
1719546898,16,7,5,2019,1,113
1719546898,16,7,5,2019,2,8
1719546898,16,8,5,2019,1,93
1719546898,16,8,5,2019,2,6
1719546898,16,9,5,2019,1,128
1719546898,16,9,5,2019,2,10
1719546898,16,10,5,2019,1,97
1719546898,16,10,5,2019,2,11
1719546898,16,11,5,2019,1,85
1719546898,16,11,5,2019,2,10
1719546898,16,12,5,2019,1,81
1719546898,16,12,5,2019,2,7
1719546898,16,13,5,2019,1,106
1719546898,16,13,5,2019,2,11
1719546898,16,14,5,2019,1,85
1719546898,16,14,5,2019,2,11
1719546898,16,15,5,2019,1,100
1719546898,16,15,5,2019,2,10
1719546898,16,16,5,2019,1,125
1719546898,16,16,5,2019,2,10
1719546898,16,17,5,2019,1,130
1719546898,16,17,5,2019,2,12
1719546898,16,18,5,2019,1,107
1719546898,16,18,5,2019,2,12
1719546898,16,19,5,2019,1,84
1719546898,16,19,5,2019,2,14
1719546898,16,20,5,2019,1,125
1719546898,16,20,5,2019,2,6
1719546898,16,21,5,2019,1,98
1719546898,16,21,5,2019,2,9
1719546898,16,22,5,2019,1,101
1719546898,16,22,5,2019,2,11
1719546898,16,23,5,2019,1,103
1719546898,16,23,5,2019,2,7
1719546898,16,24,5,2019,1,106
1719546898,16,24,5,2019,2,10
1719546898,16,25,5,2019,1,101
1719546898,16,25,5,2019,2,17
1719546898,16,26,5,2019,1,83
1719546898,16,26,5,2019,2,11
1719546898,16,27,5,2019,1,107
1719546898,16,27,5,2019,2,10
1719546898,16,28,5,2019,1,111
1719546898,16,28,5,2019,2,12
1719546898,16,29,5,2019,1,96
1719546898,16,29,5,2019,2,9
1719546898,16,30,5,2019,1,127
1719546898,16,30,5,2019,2,13
1719546898,16,31,5,2019,1,192
1719546898,16,31,5,2019,2,19
1787422269,7,1,3,2018,1,96
1787422269,7,1,3,2018,2,4
1787422269,7,2,3,2018,1,78
1787422269,7,2,3,2018,2,1
1787422269,7,3,3,2018,1,89
1787422269,7,3,3,2018,2,5
1787422269,7,4,3,2018,1,39
1787422269,7,4,3,2018,2,1
1787422269,7,5,3,2018,1,141
1787422269,7,5,3,2018,2,5
1787422269,7,6,3,2018,1,88
1787422269,7,6,3,2018,2,2
1787422269,7,7,3,2018,1,98
1787422269,7,7,3,2018,2,1
1787422269,7,8,3,2018,1,75
1787422269,7,8,3,2018,2,1
1787422269,7,9,3,2018,1,96
1787422269,7,9,3,2018,2,4
1787422269,7,10,3,2018,1,98
1787422269,7,10,3,2018,2,3
1787422269,7,11,3,2018,1,61
1787422269,7,11,3,2018,2,0
1787422269,7,12,3,2018,1,97
1787422269,7,12,3,2018,2,4
1787422269,7,13,3,2018,1,77
1787422269,7,13,3,2018,2,2
1787422269,7,14,3,2018,1,93
1787422269,7,14,3,2018,2,4
1787422269,7,15,3,2018,1,100
1787422269,7,15,3,2018,2,0
1787422269,7,16,3,2018,1,94
1787422269,7,16,3,2018,2,13
1787422269,7,17,3,2018,1,75
1787422269,7,17,3,2018,2,7
1787422269,7,18,3,2018,1,55
1787422269,7,18,3,2018,2,4
1787422269,7,19,3,2018,1,119
1787422269,7,19,3,2018,2,5
1787422269,7,20,3,2018,1,83
1787422269,7,20,3,2018,2,6
1787422269,7,21,3,2018,1,71
1787422269,7,21,3,2018,2,4
1787422269,7,22,3,2018,1,76
1787422269,7,22,3,2018,2,6
1787422269,7,23,3,2018,1,73
1787422269,7,23,3,2018,2,3
1787422269,7,24,3,2018,1,74
1787422269,7,24,3,2018,2,2
1787422269,7,25,3,2018,1,37
1787422269,7,25,3,2018,2,2
1787422269,7,26,3,2018,1,121
1787422269,7,26,3,2018,2,2
1787422269,7,27,3,2018,1,78
1787422269,7,27,3,2018,2,4
1787422269,7,28,3,2018,1,83
1787422269,7,28,3,2018,2,3
1787422269,7,29,3,2018,1,68
1787422269,7,29,3,2018,2,1
1787422269,7,30,3,2018,1,81
1787422269,7,30,3,2018,2,4
1787422269,7,31,3,2018,1,91
1787422269,7,31,3,2018,2,8
1787422269,7,1,4,2018,1,61
1787422269,7,1,4,2018,2,5
1787422269,7,2,4,2018,1,129
1787422269,7,2,4,2018,2,3
1787422269,7,3,4,2018,1,96
1787422269,7,3,4,2018,2,6
1787422269,7,4,4,2018,1,104
1787422269,7,4,4,2018,2,2
1787422269,7,5,4,2018,1,93
1787422269,7,5,4,2018,2,4
1787422269,7,6,4,2018,1,104
1787422269,7,6,4,2018,2,4
1787422269,7,7,4,2018,1,90
1787422269,7,7,4,2018,2,5
1787422269,7,8,4,2018,1,52
1787422269,7,8,4,2018,2,2
1787422269,7,9,4,2018,1,91
1787422269,7,9,4,2018,2,3
1787422269,7,10,4,2018,1,92
1787422269,7,10,4,2018,2,2
1787422269,7,11,4,2018,1,85
1787422269,7,11,4,2018,2,4
1787422269,7,12,4,2018,1,95
1787422269,7,12,4,2018,2,1
1787422269,7,13,4,2018,1,82
1787422269,7,13,4,2018,2,4
1787422269,7,14,4,2018,1,65
1787422269,7,14,4,2018,2,7
1787422269,7,15,4,2018,1,56
1787422269,7,15,4,2018,2,2
1787422269,7,16,4,2018,1,121
1787422269,7,16,4,2018,2,4
1787422269,7,17,4,2018,1,98
1787422269,7,17,4,2018,2,4
1787422269,7,18,4,2018,1,83
1787422269,7,18,4,2018,2,12
1787422269,7,19,4,2018,1,103
1787422269,7,19,4,2018,2,4
1787422269,7,20,4,2018,1,86
1787422269,7,20,4,2018,2,5
1787422269,7,21,4,2018,1,78
1787422269,7,21,4,2018,2,4
1787422269,7,22,4,2018,1,38
1787422269,7,22,4,2018,2,5
1787422269,7,23,4,2018,1,68
1787422269,7,23,4,2018,2,5
1787422269,7,24,4,2018,1,108
1787422269,7,24,4,2018,2,4
1787422269,7,25,4,2018,1,86
1787422269,7,25,4,2018,2,3
1787422269,7,26,4,2018,1,113
1787422269,7,26,4,2018,2,17
1787422269,7,27,4,2018,1,112
1787422269,7,27,4,2018,2,1
1787422269,7,28,4,2018,1,71
1787422269,7,28,4,2018,2,3
1787422269,7,29,4,2018,1,46
1787422269,7,29,4,2018,2,5
1787422269,7,30,4,2018,1,111
1787422269,7,30,4,2018,2,2
1787422269,7,1,5,2018,1,91
1787422269,7,1,5,2018,2,4
1787422269,7,2,5,2018,1,116
1787422269,7,2,5,2018,2,3
1787422269,7,3,5,2018,1,100
1787422269,7,3,5,2018,2,3
1787422269,7,4,5,2018,1,99
1787422269,7,4,5,2018,2,7
1787422269,7,5,5,2018,1,109
1787422269,7,5,5,2018,2,6
1787422269,7,6,5,2018,1,37
1787422269,7,6,5,2018,2,3
1787422269,7,7,5,2018,1,107
1787422269,7,7,5,2018,2,6
1787422269,7,8,5,2018,1,85
1787422269,7,8,5,2018,2,2
1787422269,7,9,5,2018,1,85
1787422269,7,9,5,2018,2,3
1787422269,7,10,5,2018,1,66
1787422269,7,10,5,2018,2,5
1787422269,7,11,5,2018,1,97
1787422269,7,11,5,2018,2,4
1787422269,7,12,5,2018,1,80
1787422269,7,12,5,2018,2,2
1787422269,7,13,5,2018,1,55
1787422269,7,13,5,2018,2,6
1787422269,7,14,5,2018,1,93
