"ID","TARGET_1","TARGET_2","TARGET_3","TARGET_4","TARGET_5","TARGET_6"
15003,NA,NA,NA,NA,0,NA
15004,NA,NA,NA,0,NA,NA
15005,0,NA,NA,NA,NA,NA
15006,NA,NA,NA,1,NA,NA
15007,NA,0,NA,NA,NA,NA
15008,NA,0,NA,NA,NA,NA
15009,NA,NA,0,NA,NA,NA
15010,NA,NA,NA,NA,0,NA
15011,NA,NA,NA,NA,1,NA
15012,0,NA,NA,NA,NA,NA
15013,0,NA,NA,NA,NA,NA
15014,NA,NA,NA,NA,NA,0
15015,0,NA,NA,NA,NA,NA
15016,NA,NA,NA,NA,NA,1
15017,NA,NA,NA,NA,0,NA
15018,NA,NA,0,NA,NA,NA
15019,NA,NA,NA,0,NA,NA
15020,NA,NA,NA,NA,0,NA
15021,NA,NA,NA,1,NA,NA
15022,NA,NA,0,NA,NA,NA
15023,NA,NA,NA,0,NA,NA
15024,NA,NA,0,NA,NA,NA
15025,NA,NA,NA,NA,0,NA
15026,0,NA,NA,NA,NA,NA
15027,NA,NA,NA,0,NA,NA
15028,NA,NA,1,NA,NA,NA
15029,NA,NA,0,NA,NA,NA
15030,NA,NA,0,NA,NA,NA
15031,NA,NA,NA,NA,NA,1
15032,NA,1,NA,NA,NA,NA
15033,NA,0,NA,NA,NA,NA
15034,0,NA,NA,NA,NA,NA
15035,NA,NA,NA,0,NA,NA
15036,NA,NA,NA,0,NA,NA
15037,NA,NA,NA,NA,NA,0
15038,NA,NA,NA,NA,0,NA
15039,NA,NA,1,NA,NA,NA
15040,0,NA,NA,NA,NA,NA
15041,NA,NA,0,NA,NA,NA
15042,NA,NA,NA,NA,NA,0
15043,NA,NA,NA,NA,NA,0
15044,NA,NA,NA,NA,0,NA
15045,NA,NA,0,NA,NA,NA
15046,NA,NA,1,NA,NA,NA
15047,1,NA,NA,NA,NA,NA
15048,NA,NA,NA,NA,NA,0
15049,NA,NA,NA,NA,NA,1
15050,NA,NA,0,NA,NA,NA
15051,NA,NA,NA,0,NA,NA
15052,1,NA,NA,NA,NA,NA
15053,NA,NA,0,NA,NA,NA
15054,NA,NA,NA,NA,NA,0
15055,0,NA,NA,NA,NA,NA
15056,NA,NA,NA,NA,0,NA
15057,NA,NA,0,NA,NA,NA
15058,NA,1,NA,NA,NA,NA
15059,1,NA,NA,NA,NA,NA
15060,NA,NA,0,NA,NA,NA
15061,0,NA,NA,NA,NA,NA
15062,NA,NA,NA,NA,0,NA
15063,NA,NA,NA,NA,0,NA
15064,NA,NA,1,NA,NA,NA
15065,NA,NA,NA,NA,NA,0
15066,NA,0,NA,NA,NA,NA
15067,NA,NA,NA,NA,NA,1
15068,NA,NA,NA,NA,NA,1
15069,1,NA,NA,NA,NA,NA
15070,NA,1,NA,NA,NA,NA
15071,NA,NA,NA,1,NA,NA
15072,0,NA,NA,NA,NA,NA
15073,NA,NA,NA,1,NA,NA
15074,NA,NA,NA,NA,NA,0
15075,NA,NA,NA,0,NA,NA
15076,NA,NA,NA,0,NA,NA
15077,NA,NA,NA,0,NA,NA
15078,NA,NA,NA,0,NA,NA
15079,NA,NA,0,NA,NA,NA
15080,NA,NA,NA,NA,NA,0
15081,NA,NA,1,NA,NA,NA
15082,0,NA,NA,NA,NA,NA
15083,NA,NA,NA,NA,NA,0
15084,NA,NA,NA,NA,NA,0
15085,0,NA,NA,NA,NA,NA
15086,NA,NA,NA,NA,NA,1
15087,NA,NA,NA,NA,NA,0
15088,NA,NA,1,NA,NA,NA
15089,NA,NA,NA,NA,0,NA
15090,NA,NA,0,NA,NA,NA
15091,NA,NA,0,NA,NA,NA
15092,0,NA,NA,NA,NA,NA
15093,NA,NA,0,NA,NA,NA
15094,NA,NA,NA,0,NA,NA
15095,NA,0,NA,NA,NA,NA
15096,NA,NA,0,NA,NA,NA
15097,NA,NA,NA,NA,1,NA
15098,NA,NA,NA,NA,0,NA
15099,NA,1,NA,NA,NA,NA
15100,NA,NA,NA,NA,0,NA
15101,0,NA,NA,NA,NA,NA
15102,NA,NA,NA,NA,NA,0
15103,NA,NA,NA,0,NA,NA
15104,NA,NA,NA,NA,0,NA
15105,NA,NA,1,NA,NA,NA
15106,NA,NA,0,NA,NA,NA
15107,NA,NA,NA,NA,NA,0
15108,NA,NA,NA,NA,1,NA
15109,NA,0,NA,NA,NA,NA
15110,NA,NA,NA,NA,NA,0
15111,NA,NA,0,NA,NA,NA
15112,NA,NA,NA,NA,0,NA
15113,NA,NA,0,NA,NA,NA
15114,NA,NA,NA,NA,0,NA
15115,NA,NA,1,NA,NA,NA
15116,NA,NA,NA,NA,NA,1
15117,NA,NA,NA,NA,NA,1
15118,NA,0,NA,NA,NA,NA
15119,NA,NA,NA,NA,0,NA
15120,NA,NA,0,NA,NA,NA
15121,0,NA,NA,NA,NA,NA
15122,NA,NA,0,NA,NA,NA
15123,0,NA,NA,NA,NA,NA
15124,NA,NA,NA,NA,NA,0
15125,NA,NA,NA,0,NA,NA
15126,NA,NA,0,NA,NA,NA
15127,NA,NA,NA,NA,1,NA
15128,NA,NA,NA,0,NA,NA
15129,NA,NA,0,NA,NA,NA
15130,NA,NA,NA,NA,NA,0
15131,0,NA,NA,NA,NA,NA
15132,NA,NA,NA,NA,0,NA
15133,0,NA,NA,NA,NA,NA
15134,NA,0,NA,NA,NA,NA
15135,NA,NA,NA,NA,0,NA
15136,NA,NA,NA,NA,NA,0
15137,0,NA,NA,NA,NA,NA
15138,0,NA,NA,NA,NA,NA
15139,NA,NA,NA,NA,NA,0
15140,NA,NA,0,NA,NA,NA
15141,NA,NA,NA,NA,NA,0
15142,NA,NA,NA,NA,NA,0
15143,0,NA,NA,NA,NA,NA
15144,NA,NA,NA,NA,NA,0
15145,NA,NA,NA,0,NA,NA
15146,1,NA,NA,NA,NA,NA
15147,NA,NA,0,NA,NA,NA
15148,NA,0,NA,NA,NA,NA
15149,NA,NA,NA,NA,0,NA
15150,NA,NA,NA,NA,0,NA
15151,NA,NA,0,NA,NA,NA
15152,NA,NA,NA,NA,NA,0
15153,NA,NA,NA,0,NA,NA
15154,NA,NA,NA,NA,NA,0
15155,NA,NA,NA,NA,1,NA
15156,NA,NA,0,NA,NA,NA
15157,0,NA,NA,NA,NA,NA
15158,NA,NA,NA,0,NA,NA
15159,NA,NA,NA,NA,NA,0
15160,NA,0,NA,NA,NA,NA
15161,NA,NA,NA,0,NA,NA
15162,NA,NA,0,NA,NA,NA
15163,NA,NA,NA,NA,NA,0
15164,NA,0,NA,NA,NA,NA
15165,NA,NA,NA,NA,0,NA
15166,NA,NA,NA,NA,0,NA
15167,NA,NA,NA,NA,NA,1
15168,NA,NA,NA,NA,1,NA
15169,0,NA,NA,NA,NA,NA
15170,0,NA,NA,NA,NA,NA
15171,NA,NA,NA,0,NA,NA
15172,NA,NA,NA,NA,0,NA
15173,NA,NA,NA,0,NA,NA
15174,0,NA,NA,NA,NA,NA
15175,NA,NA,NA,NA,NA,0
15176,0,NA,NA,NA,NA,NA
15177,0,NA,NA,NA,NA,NA
15178,NA,NA,NA,NA,NA,1
15179,0,NA,NA,NA,NA,NA
15180,NA,NA,NA,NA,0,NA
15181,NA,NA,NA,NA,NA,1
15182,NA,NA,0,NA,NA,NA
15183,NA,NA,NA,NA,1,NA
15184,NA,NA,1,NA,NA,NA
15185,NA,NA,0,NA,NA,NA
15186,0,NA,NA,NA,NA,NA
15187,NA,NA,NA,NA,0,NA
15188,NA,NA,NA,NA,NA,0
15189,1,NA,NA,NA,NA,NA
15190,0,NA,NA,NA,NA,NA
15191,NA,NA,NA,0,NA,NA
15192,1,NA,NA,NA,NA,NA
15193,NA,0,NA,NA,NA,NA
15194,NA,NA,0,NA,NA,NA
15195,0,NA,NA,NA,NA,NA
15196,NA,NA,NA,0,NA,NA
15197,NA,NA,NA,0,NA,NA
15198,NA,0,NA,NA,NA,NA
15199,NA,NA,0,NA,NA,NA
15200,NA,NA,NA,NA,NA,0
15201,NA,NA,NA,0,NA,NA
15202,NA,NA,NA,NA,NA,1
15203,NA,NA,NA,0,NA,NA
15204,NA,NA,0,NA,NA,NA
15205,NA,NA,NA,NA,NA,0
15206,NA,1,NA,NA,NA,NA
15207,NA,1,NA,NA,NA,NA
15208,NA,NA,NA,NA,0,NA
15209,0,NA,NA,NA,NA,NA
15210,NA,NA,0,NA,NA,NA
15211,0,NA,NA,NA,NA,NA
15212,NA,0,NA,NA,NA,NA
15213,NA,NA,NA,NA,0,NA
15214,NA,NA,NA,NA,0,NA
15215,NA,NA,NA,0,NA,NA
15216,NA,NA,NA,0,NA,NA
15217,0,NA,NA,NA,NA,NA
15218,0,NA,NA,NA,NA,NA
15219,NA,NA,NA,0,NA,NA
15220,NA,NA,NA,1,NA,NA
15221,NA,NA,NA,0,NA,NA
15222,NA,NA,0,NA,NA,NA
15223,0,NA,NA,NA,NA,NA
15224,NA,NA,NA,0,NA,NA
15225,NA,1,NA,NA,NA,NA
15226,NA,NA,0,NA,NA,NA
15227,NA,NA,NA,NA,1,NA
15228,NA,NA,NA,NA,0,NA
15229,NA,NA,NA,NA,0,NA
15230,NA,NA,NA,NA,1,NA
15231,NA,NA,NA,NA,0,NA
15232,NA,NA,NA,NA,0,NA
15233,NA,NA,NA,NA,0,NA
15234,NA,NA,NA,NA,NA,1
15235,NA,NA,NA,0,NA,NA
15236,NA,NA,NA,0,NA,NA
15237,NA,NA,NA,NA,0,NA
15238,NA,NA,NA,0,NA,NA
15239,NA,NA,NA,1,NA,NA
15240,0,NA,NA,NA,NA,NA
15241,NA,NA,NA,NA,1,NA
15242,NA,NA,NA,NA,0,NA
15243,NA,NA,NA,0,NA,NA
15244,0,NA,NA,NA,NA,NA
15245,NA,0,NA,NA,NA,NA
15246,0,NA,NA,NA,NA,NA
15247,NA,NA,NA,0,NA,NA
15248,NA,NA,NA,NA,0,NA
15249,NA,NA,NA,NA,NA,1
15250,0,NA,NA,NA,NA,NA
15251,NA,NA,NA,NA,NA,1
15252,NA,0,NA,NA,NA,NA
15253,0,NA,NA,NA,NA,NA
15254,NA,NA,0,NA,NA,NA
15255,NA,NA,NA,NA,NA,0
15256,NA,NA,NA,0,NA,NA
15257,NA,NA,0,NA,NA,NA
15258,1,NA,NA,NA,NA,NA
15259,NA,NA,NA,0,NA,NA
15260,NA,NA,0,NA,NA,NA
15261,NA,NA,0,NA,NA,NA
15262,0,NA,NA,NA,NA,NA
15263,NA,NA,0,NA,NA,NA
15264,NA,NA,NA,0,NA,NA
15265,NA,NA,NA,0,NA,NA
15266,NA,NA,NA,0,NA,NA
15267,NA,0,NA,NA,NA,NA
15268,NA,NA,NA,0,NA,NA
15269,NA,NA,NA,NA,NA,0
15270,NA,1,NA,NA,NA,NA
15271,NA,0,NA,NA,NA,NA
15272,0,NA,NA,NA,NA,NA
15273,NA,NA,NA,NA,0,NA
15274,NA,NA,NA,NA,1,NA
15275,NA,NA,NA,NA,0,NA
15276,NA,NA,1,NA,NA,NA
15277,NA,NA,NA,NA,0,NA
15278,NA,NA,NA,NA,1,NA
15279,NA,NA,NA,NA,NA,0
15280,NA,NA,0,NA,NA,NA
15281,NA,NA,NA,NA,NA,0
15282,NA,NA,0,NA,NA,NA
15283,NA,NA,NA,NA,0,NA
15284,NA,NA,NA,NA,NA,0
15285,NA,NA,NA,NA,1,NA
15286,NA,NA,NA,NA,0,NA
15287,NA,NA,1,NA,NA,NA
15288,NA,NA,0,NA,NA,NA
15289,NA,0,NA,NA,NA,NA
15290,0,NA,NA,NA,NA,NA
15291,0,NA,NA,NA,NA,NA
15292,NA,NA,0,NA,NA,NA
15293,NA,NA,1,NA,NA,NA
15294,NA,NA,NA,NA,0,NA
15295,NA,NA,1,NA,NA,NA
15296,NA,NA,NA,NA,0,NA
15297,NA,NA,NA,0,NA,NA
15298,NA,NA,NA,0,NA,NA
15299,1,NA,NA,NA,NA,NA
15300,NA,NA,0,NA,NA,NA
15301,NA,NA,0,NA,NA,NA
15302,NA,NA,NA,NA,NA,0
15303,NA,NA,NA,NA,0,NA
15304,NA,NA,0,NA,NA,NA
15305,NA,1,NA,NA,NA,NA
15306,NA,NA,NA,NA,0,NA
15307,NA,NA,NA,NA,1,NA
15308,NA,0,NA,NA,NA,NA
15309,NA,NA,NA,NA,NA,0
15310,0,NA,NA,NA,NA,NA
15311,1,NA,NA,NA,NA,NA
15312,NA,NA,0,NA,NA,NA
15313,NA,0,NA,NA,NA,NA
15314,NA,NA,NA,NA,0,NA
15315,NA,NA,NA,0,NA,NA
15316,NA,NA,NA,NA,0,NA
15317,NA,NA,NA,0,NA,NA
15318,NA,NA,NA,1,NA,NA
15319,0,NA,NA,NA,NA,NA
15320,NA,NA,NA,0,NA,NA
15321,0,NA,NA,NA,NA,NA
15322,NA,NA,0,NA,NA,NA
15323,NA,NA,0,NA,NA,NA
15324,NA,NA,NA,NA,0,NA
15325,NA,NA,0,NA,NA,NA
15326,NA,NA,NA,NA,NA,0
15327,NA,NA,NA,NA,NA,1
15328,NA,NA,NA,0,NA,NA
15329,NA,NA,NA,NA,NA,1
15330,NA,NA,NA,NA,1,NA
15331,NA,NA,NA,0,NA,NA
15332,NA,NA,NA,0,NA,NA
15333,NA,NA,NA,NA,NA,0
15334,NA,NA,NA,NA,0,NA
15335,NA,NA,NA,0,NA,NA
15336,NA,NA,NA,0,NA,NA
15337,NA,0,NA,NA,NA,NA
15338,0,NA,NA,NA,NA,NA
15339,NA,0,NA,NA,NA,NA
15340,NA,NA,NA,1,NA,NA
15341,NA,0,NA,NA,NA,NA
15342,NA,NA,NA,NA,NA,0
15343,0,NA,NA,NA,NA,NA
15344,NA,NA,0,NA,NA,NA
15345,NA,0,NA,NA,NA,NA
15346,NA,NA,NA,NA,0,NA
15347,NA,NA,0,NA,NA,NA
15348,NA,NA,NA,0,NA,NA
15349,NA,NA,1,NA,NA,NA
15350,NA,NA,NA,0,NA,NA
15351,NA,NA,NA,NA,0,NA
15352,NA,NA,NA,NA,0,NA
15353,NA,NA,NA,0,NA,NA
15354,0,NA,NA,NA,NA,NA
15355,1,NA,NA,NA,NA,NA
15356,NA,NA,NA,NA,0,NA
15357,NA,NA,NA,0,NA,NA
15358,NA,NA,NA,NA,NA,0
15359,NA,NA,NA,0,NA,NA
15360,NA,NA,NA,1,NA,NA
15361,NA,NA,NA,NA,0,NA
15362,NA,NA,NA,NA,NA,0
15363,NA,NA,0,NA,NA,NA
15364,NA,NA,NA,NA,0,NA
15365,NA,NA,NA,NA,NA,0
15366,NA,NA,NA,0,NA,NA
15367,NA,NA,NA,0,NA,NA
15368,0,NA,NA,NA,NA,NA
15369,NA,NA,NA,NA,0,NA
15370,NA,NA,0,NA,NA,NA
15371,NA,NA,0,NA,NA,NA
15372,NA,NA,NA,NA,1,NA
15373,NA,NA,NA,NA,0,NA
15374,NA,NA,NA,NA,0,NA
15375,NA,0,NA,NA,NA,NA
15376,0,NA,NA,NA,NA,NA
15377,1,NA,NA,NA,NA,NA
15378,NA,NA,NA,0,NA,NA
15379,NA,NA,NA,NA,1,NA
15380,1,NA,NA,NA,NA,NA
15381,NA,0,NA,NA,NA,NA
15382,0,NA,NA,NA,NA,NA
15383,0,NA,NA,NA,NA,NA
15384,NA,NA,NA,NA,0,NA
15385,NA,NA,NA,0,NA,NA
15386,NA,NA,NA,NA,NA,0
15387,NA,0,NA,NA,NA,NA
15388,0,NA,NA,NA,NA,NA
15389,NA,NA,NA,NA,1,NA
15390,NA,NA,NA,NA,0,NA
15391,NA,NA,NA,NA,0,NA
15392,NA,NA,NA,NA,0,NA
15393,NA,NA,NA,NA,NA,0
15394,NA,NA,0,NA,NA,NA
15395,NA,NA,0,NA,NA,NA
15396,NA,NA,NA,NA,NA,0
15397,NA,NA,NA,NA,NA,0
15398,NA,0,NA,NA,NA,NA
15399,NA,0,NA,NA,NA,NA
15400,0,NA,NA,NA,NA,NA
15401,NA,NA,0,NA,NA,NA
15402,0,NA,NA,NA,NA,NA
15403,NA,NA,1,NA,NA,NA
15404,NA,NA,NA,NA,NA,0
15405,NA,0,NA,NA,NA,NA
15406,NA,NA,NA,NA,NA,0
15407,NA,0,NA,NA,NA,NA
15408,NA,0,NA,NA,NA,NA
15409,NA,NA,NA,0,NA,NA
15410,NA,NA,NA,0,NA,NA
15411,NA,NA,0,NA,NA,NA
15412,NA,NA,NA,0,NA,NA
15413,0,NA,NA,NA,NA,NA
15414,NA,NA,0,NA,NA,NA
15415,0,NA,NA,NA,NA,NA
15416,NA,NA,NA,0,NA,NA
15417,NA,NA,0,NA,NA,NA
15418,NA,NA,NA,0,NA,NA
15419,NA,NA,0,NA,NA,NA
15420,NA,NA,NA,NA,NA,0
15421,NA,NA,0,NA,NA,NA
15422,NA,NA,NA,NA,NA,0
15423,NA,1,NA,NA,NA,NA
15424,NA,NA,NA,NA,0,NA
15425,NA,NA,NA,NA,NA,1
15426,NA,NA,NA,NA,1,NA
15427,NA,NA,NA,NA,0,NA
15428,NA,NA,NA,NA,NA,0
15429,NA,NA,NA,NA,0,NA
15430,0,NA,NA,NA,NA,NA
15431,NA,NA,NA,NA,NA,1
15432,1,NA,NA,NA,NA,NA
15433,0,NA,NA,NA,NA,NA
15434,0,NA,NA,NA,NA,NA
15435,0,NA,NA,NA,NA,NA
15436,NA,NA,NA,1,NA,NA
15437,NA,NA,NA,NA,NA,1
15438,NA,NA,NA,0,NA,NA
15439,NA,NA,NA,0,NA,NA
15440,NA,NA,NA,NA,0,NA
15441,NA,NA,NA,0,NA,NA
15442,NA,NA,0,NA,NA,NA
15443,1,NA,NA,NA,NA,NA
15444,0,NA,NA,NA,NA,NA
15445,NA,0,NA,NA,NA,NA
15446,0,NA,NA,NA,NA,NA
15447,NA,NA,0,NA,NA,NA
15448,NA,NA,NA,0,NA,NA
15449,NA,NA,NA,0,NA,NA
15450,NA,NA,NA,NA,NA,0
15451,0,NA,NA,NA,NA,NA
15452,NA,NA,0,NA,NA,NA
15453,NA,NA,NA,0,NA,NA
15454,NA,NA,NA,NA,0,NA
15455,NA,NA,NA,NA,0,NA
15456,0,NA,NA,NA,NA,NA
15457,1,NA,NA,NA,NA,NA
15458,NA,NA,NA,0,NA,NA
15459,0,NA,NA,NA,NA,NA
15460,NA,NA,1,NA,NA,NA
15461,NA,0,NA,NA,NA,NA
15462,NA,0,NA,NA,NA,NA
15463,0,NA,NA,NA,NA,NA
15464,NA,NA,1,NA,NA,NA
15465,NA,NA,NA,NA,NA,0
15466,NA,NA,NA,0,NA,NA
15467,0,NA,NA,NA,NA,NA
15468,1,NA,NA,NA,NA,NA
15469,NA,NA,NA,NA,0,NA
15470,NA,NA,NA,NA,0,NA
15471,NA,NA,0,NA,NA,NA
15472,NA,NA,NA,NA,0,NA
15473,NA,NA,NA,NA,NA,1
15474,NA,NA,NA,NA,0,NA
15475,NA,NA,NA,0,NA,NA
15476,NA,1,NA,NA,NA,NA
15477,NA,NA,0,NA,NA,NA
15478,NA,NA,NA,NA,0,NA
15479,NA,NA,NA,0,NA,NA
15480,NA,NA,NA,NA,0,NA
15481,NA,NA,NA,0,NA,NA
15482,NA,NA,NA,0,NA,NA
15483,NA,NA,NA,NA,NA,1
15484,NA,NA,NA,NA,NA,0
15485,NA,NA,NA,NA,0,NA
15486,NA,NA,NA,NA,0,NA
15487,NA,NA,NA,0,NA,NA
15488,NA,NA,NA,NA,0,NA
15489,NA,NA,NA,1,NA,NA
15490,NA,NA,NA,NA,NA,0
15491,NA,NA,1,NA,NA,NA
15492,NA,NA,0,NA,NA,NA
15493,NA,0,NA,NA,NA,NA
15494,NA,0,NA,NA,NA,NA
15495,0,NA,NA,NA,NA,NA
15496,NA,NA,NA,NA,NA,0
15497,NA,NA,NA,NA,0,NA
15498,0,NA,NA,NA,NA,NA
15499,0,NA,NA,NA,NA,NA
15500,NA,NA,0,NA,NA,NA
15501,NA,NA,NA,NA,NA,0
15502,0,NA,NA,NA,NA,NA
15503,NA,NA,NA,NA,0,NA
15504,NA,NA,NA,1,NA,NA
15505,NA,NA,NA,NA,1,NA
15506,0,NA,NA,NA,NA,NA
15507,NA,0,NA,NA,NA,NA
15508,NA,NA,NA,NA,NA,0
15509,NA,NA,NA,0,NA,NA
15510,NA,NA,1,NA,NA,NA
15511,NA,NA,NA,0,NA,NA
15512,NA,NA,NA,NA,0,NA
15513,NA,NA,NA,0,NA,NA
15514,0,NA,NA,NA,NA,NA
15515,NA,NA,NA,NA,NA,1
15516,NA,NA,1,NA,NA,NA
15517,NA,NA,NA,NA,1,NA
15518,0,NA,NA,NA,NA,NA
15519,NA,NA,NA,NA,0,NA
15520,NA,0,NA,NA,NA,NA
15521,NA,NA,NA,NA,0,NA
15522,0,NA,NA,NA,NA,NA
15523,1,NA,NA,NA,NA,NA
15524,NA,NA,1,NA,NA,NA
15525,NA,NA,1,NA,NA,NA
15526,NA,NA,NA,NA,0,NA
15527,NA,NA,NA,NA,0,NA
15528,NA,NA,NA,NA,NA,0
15529,1,NA,NA,NA,NA,NA
15530,0,NA,NA,NA,NA,NA
15531,NA,NA,0,NA,NA,NA
15532,NA,NA,0,NA,NA,NA
15533,NA,0,NA,NA,NA,NA
15534,NA,NA,NA,NA,NA,0
15535,0,NA,NA,NA,NA,NA
15536,1,NA,NA,NA,NA,NA
15537,NA,NA,NA,NA,NA,0
15538,0,NA,NA,NA,NA,NA
15539,NA,NA,NA,0,NA,NA
15540,NA,NA,1,NA,NA,NA
15541,NA,NA,0,NA,NA,NA
15542,1,NA,NA,NA,NA,NA
15543,0,NA,NA,NA,NA,NA
15544,NA,NA,NA,0,NA,NA
15545,NA,NA,NA,0,NA,NA
15546,NA,1,NA,NA,NA,NA
15547,0,NA,NA,NA,NA,NA
15548,0,NA,NA,NA,NA,NA
15549,NA,NA,0,NA,NA,NA
15550,NA,NA,NA,NA,NA,0
15551,1,NA,NA,NA,NA,NA
15552,NA,NA,0,NA,NA,NA
15553,NA,NA,NA,NA,1,NA
15554,NA,NA,NA,NA,NA,1
15555,NA,NA,NA,NA,1,NA
15556,NA,NA,NA,NA,NA,0
15557,NA,NA,0,NA,NA,NA
15558,NA,NA,NA,NA,NA,0
15559,1,NA,NA,NA,NA,NA
15560,NA,NA,NA,0,NA,NA
15561,NA,NA,NA,1,NA,NA
15562,NA,NA,NA,NA,1,NA
15563,NA,NA,NA,NA,NA,0
15564,NA,NA,NA,0,NA,NA
15565,NA,NA,NA,NA,NA,0
15566,NA,1,NA,NA,NA,NA
15567,NA,NA,NA,1,NA,NA
15568,NA,NA,NA,0,NA,NA
15569,NA,NA,NA,NA,NA,0
15570,NA,NA,0,NA,NA,NA
15571,NA,0,NA,NA,NA,NA
15572,NA,NA,0,NA,NA,NA
15573,NA,NA,NA,NA,NA,0
15574,0,NA,NA,NA,NA,NA
15575,NA,NA,NA,0,NA,NA
15576,NA,NA,NA,0,NA,NA
15577,0,NA,NA,NA,NA,NA
15578,NA,NA,NA,1,NA,NA
15579,NA,NA,0,NA,NA,NA
15580,NA,NA,NA,NA,NA,0
15581,0,NA,NA,NA,NA,NA
15582,0,NA,NA,NA,NA,NA
15583,NA,NA,NA,NA,0,NA
15584,NA,NA,NA,NA,NA,0
15585,NA,NA,0,NA,NA,NA
15586,NA,NA,NA,1,NA,NA
15587,NA,NA,NA,NA,0,NA
15588,NA,NA,NA,0,NA,NA
15589,NA,NA,NA,0,NA,NA
15590,NA,NA,NA,0,NA,NA
15591,NA,NA,NA,NA,NA,1
15592,NA,NA,NA,NA,1,NA
15593,1,NA,NA,NA,NA,NA
15594,NA,NA,NA,NA,0,NA
15595,0,NA,NA,NA,NA,NA
15596,0,NA,NA,NA,NA,NA
15597,0,NA,NA,NA,NA,NA
15598,NA,NA,0,NA,NA,NA
15599,NA,1,NA,NA,NA,NA
15600,1,NA,NA,NA,NA,NA
15601,NA,NA,0,NA,NA,NA
15602,NA,NA,NA,NA,1,NA
15603,NA,0,NA,NA,NA,NA
15604,NA,NA,NA,NA,NA,1
15605,NA,NA,NA,NA,0,NA
15606,NA,NA,0,NA,NA,NA
15607,NA,0,NA,NA,NA,NA
15608,NA,NA,NA,NA,0,NA
15609,0,NA,NA,NA,NA,NA
15610,NA,NA,NA,NA,0,NA
15611,NA,NA,0,NA,NA,NA
15612,NA,NA,NA,0,NA,NA
15613,NA,NA,0,NA,NA,NA
15614,NA,NA,0,NA,NA,NA
15615,0,NA,NA,NA,NA,NA
15616,NA,NA,NA,NA,NA,0
15617,NA,NA,0,NA,NA,NA
15618,NA,NA,NA,0,NA,NA
15619,NA,NA,0,NA,NA,NA
15620,NA,NA,NA,NA,1,NA
15621,1,NA,NA,NA,NA,NA
15622,NA,NA,1,NA,NA,NA
15623,NA,NA,NA,0,NA,NA
15624,NA,NA,NA,NA,0,NA
15625,NA,NA,NA,NA,0,NA
15626,NA,NA,NA,0,NA,NA
15627,NA,NA,NA,NA,0,NA
15628,NA,NA,NA,0,NA,NA
15629,NA,NA,NA,NA,NA,0
15630,NA,NA,NA,0,NA,NA
15631,NA,0,NA,NA,NA,NA
15632,NA,NA,0,NA,NA,NA
15633,NA,NA,NA,1,NA,NA
15634,NA,NA,NA,1,NA,NA
15635,NA,NA,NA,NA,0,NA
15636,NA,NA,NA,NA,NA,0
15637,NA,NA,NA,0,NA,NA
15638,NA,NA,NA,NA,NA,0
15639,0,NA,NA,NA,NA,NA
15640,NA,NA,1,NA,NA,NA
15641,NA,NA,0,NA,NA,NA
15642,NA,0,NA,NA,NA,NA
15643,NA,1,NA,NA,NA,NA
15644,NA,NA,NA,NA,0,NA
15645,NA,NA,NA,NA,0,NA
15646,NA,NA,NA,NA,0,NA
15647,NA,NA,NA,NA,NA,0
15648,NA,NA,0,NA,NA,NA
15649,NA,NA,0,NA,NA,NA
15650,NA,NA,NA,NA,NA,1
15651,0,NA,NA,NA,NA,NA
15652,NA,0,NA,NA,NA,NA
15653,NA,NA,NA,0,NA,NA
15654,NA,NA,NA,0,NA,NA
15655,NA,1,NA,NA,NA,NA
15656,NA,NA,NA,1,NA,NA
15657,NA,NA,NA,NA,NA,0
15658,NA,NA,NA,NA,NA,0
15659,NA,NA,NA,NA,0,NA
15660,NA,NA,NA,0,NA,NA
15661,NA,NA,1,NA,NA,NA
15662,NA,0,NA,NA,NA,NA
15663,NA,NA,NA,0,NA,NA
15664,NA,NA,NA,NA,0,NA
15665,NA,NA,NA,NA,0,NA
15666,NA,0,NA,NA,NA,NA
15667,NA,NA,NA,NA,NA,0
15668,NA,NA,NA,NA,NA,0
15669,NA,NA,NA,NA,0,NA
15670,NA,NA,0,NA,NA,NA
15671,0,NA,NA,NA,NA,NA
15672,NA,NA,0,NA,NA,NA
15673,NA,0,NA,NA,NA,NA
15674,0,NA,NA,NA,NA,NA
15675,NA,NA,NA,NA,0,NA
15676,NA,NA,0,NA,NA,NA
15677,NA,NA,NA,NA,NA,0
15678,0,NA,NA,NA,NA,NA
15679,NA,NA,NA,NA,1,NA
15680,0,NA,NA,NA,NA,NA
15681,NA,NA,NA,NA,NA,1
15682,NA,NA,NA,0,NA,NA
15683,NA,NA,0,NA,NA,NA
15684,NA,NA,NA,0,NA,NA
15685,NA,NA,NA,NA,0,NA
15686,NA,NA,0,NA,NA,NA
15687,NA,NA,0,NA,NA,NA
15688,NA,NA,NA,NA,0,NA
15689,NA,NA,0,NA,NA,NA
15690,NA,NA,1,NA,NA,NA
15691,0,NA,NA,NA,NA,NA
15692,1,NA,NA,NA,NA,NA
15693,1,NA,NA,NA,NA,NA
15694,NA,NA,NA,1,NA,NA
15695,NA,NA,NA,NA,0,NA
15696,NA,NA,NA,NA,NA,0
15697,NA,0,NA,NA,NA,NA
15698,NA,NA,NA,NA,0,NA
15699,NA,NA,1,NA,NA,NA
